,0
0,0.9999999996963546
1,0.9999998838129807
2,0.9999999998389842
3,0.9999970647596537
4,0.9999999995471985
5,0.999999999796398
6,0.999999999841116
7,0.9999999997444539
8,0.9999999995206622
9,0.9999999996972723
10,0.9999999996894601
11,0.9999999996323855
12,0.9999999997588241
13,0.9999999997725335
14,0.9999999994694364
15,0.9999999996030768
16,0.9999999989691866
17,0.9999999998018538
18,0.9999998615802392
19,0.9999999999024528
20,0.9999999997378368
21,0.9999999996518736
22,0.9999999997143827
23,0.9999998964513684
24,0.9999999997972622
25,0.9999999997489962
26,0.9999999996626692
27,0.9999999996373268
28,0.9999999997709752
29,0.9999999996778719
30,0.9999999996754345
31,0.9999999997010338
32,0.99999999975315
33,0.9999999997805548
34,0.9999999997540939
35,0.9999999997196813
36,0.999999834510075
37,0.999999999782614
38,0.9999999995916491
39,0.9999999995585237
40,0.9999999997922546
41,0.9999999997388558
42,0.9999999995200124
43,0.999999999754878
44,0.9999999997052847
45,0.9999999998846469
46,0.9999998621194583
47,0.9999999997318831
48,0.9999999960575563
49,0.9999999996135078
50,0.9999999994620447
51,0.9999999994297878
52,0.9999999997856265
53,0.999999902289377
54,0.9999999997073782
55,0.9999999998297767
56,0.9999999996828405
57,0.9999999996680595
58,0.9999999263025161
59,0.9999999997750707
60,0.999999999779805
61,0.9999999995338159
62,0.999999999697504
63,0.9999999995342774
64,0.9999999996419004
65,0.999999999653199
66,0.9999999997827282
67,0.9999999997560675
68,0.9999999997116323
69,0.9999999186498456
70,0.9999999995400802
71,0.9999999998056676
72,0.9999999998111136
73,0.9999999997693457
74,0.999999999663548
75,0.9999999995194132
76,0.9999999997049509
77,0.9999999996865625
78,0.9999998494154789
79,0.9999999995833879
80,0.9999999996715745
81,0.9999999997404996
82,0.9999999177520649
83,0.9999999997211423
84,0.9999999998484511
85,0.9999999994445907
86,0.9999999995562379
87,0.9999999993154597
88,0.9999992412334051
89,0.9999999996976165
90,0.9999999997370517
91,0.9999998792021951
92,0.9999999995522842
93,0.9999999997311799
94,0.9999999997094393
95,0.9999999994861022
96,0.9999999998435538
97,0.9999999997826646
98,0.9999999997946954
99,0.9999972277129888
