,0
0,0.9999904426541837
1,0.9999397204546222
2,0.9999948086804195
3,0.9992826598319371
4,0.9999947280454924
5,0.9999930446213162
6,0.9999954082806032
7,0.9999938463934543
8,0.999996416239102
9,0.9999915325171626
10,0.9999885449642509
11,0.9999892260838119
12,0.9999941481828039
13,0.999990148796484
14,0.9999906613286229
15,0.9999930375298786
16,0.9999869075705028
17,0.9999941518262377
18,0.9999442502686773
19,0.9999973462590406
20,0.9999928874571089
21,0.9999875386893954
22,0.9999941781327467
23,0.9999489423847658
24,0.9999936458535541
25,0.999993303003412
26,0.9999888789806827
27,0.9999914828474611
28,0.9999956489744669
29,0.9999924991920898
30,0.9999969486969962
31,0.9999898581932282
32,0.9999946250621877
33,0.9999937120152383
34,0.9999938627367015
35,0.9999914062067397
36,0.9999413225019674
37,0.9999956588710992
38,0.9999921696513141
39,0.9999905596182732
40,0.9999936566417619
41,0.9999949206131205
42,0.9999929410063658
43,0.9999937252132657
44,0.9999922417438705
45,0.9999945526468946
46,0.999940652562702
47,0.9999932663934642
48,0.9999880345679171
49,0.9999913728401087
50,0.9999853328213542
51,0.9999919230173171
52,0.9999943348276477
53,0.9999930591150148
54,0.9999916541501981
55,0.9999948072089271
56,0.9999940007047899
57,0.9999932307485097
58,0.9999447366270839
59,0.9999923837812871
60,0.999994676890204
61,0.9999896149781561
62,0.9999922933660039
63,0.9999932901421384
64,0.9999923460585246
65,0.9999925290531376
66,0.9999925063097747
67,0.9999957311603235
68,0.9999932311075392
69,0.9999297855788069
70,0.9999921328529707
71,0.9999938776189663
72,0.9999952665896402
73,0.9999943896593708
74,0.9999931942445053
75,0.9999912553938418
76,0.9999924192476823
77,0.9999918693306808
78,0.9999420714651135
79,0.9999884906836063
80,0.9999935565728832
81,0.9999935488805588
82,0.9999268209987974
83,0.9999903364096909
84,0.9999954503555228
85,0.9999812846381338
86,0.9999937845201105
87,0.9999912414643397
88,0.9999100733929119
89,0.9999937650653924
90,0.9999932113719562
91,0.9999344253331752
92,0.9999936806904643
93,0.9999920005329858
94,0.9999940136425579
95,0.9999899066492104
96,0.9999952392885072
97,0.999994779620511
98,0.9999934583305233
99,0.9990898192497596
