,vineyard_area,area_harvested,tonnes_grapes_harvested,water_used,total_tractor_passes,total_vineyard_fuel,total_vineyard_electricity,total_irrigation_area,synthetic_nitrogen_applied,organic_nitrogen_applied,synthetic_fertiliser_applied,organic_fertiliser_applied,area_not_harvested,total_irrigation_electricity,total_irrigation_fuel,vineyard_area_white_grapes,vineyard_area_red_grapes,river_water,groundwater,surface_water_dam,recycled_water_from_other_source,mains_water,other_water,water_applied_for_frost_control,bare_soil,annual_cover_crop,permanent_cover_crop_native,permanent_cover_crop_non_native,permanent_cover_crop_volunteer_sward,irrigation_energy_diesel,irrigation_energy_electricity,irrigation_energy_pressure,irrigation_energy_solar,irrigation_type_dripper,irrigation_type_flood,irrigation_type_non_irrigated,irrigation_type_overhead_sprinkler,irrigation_type_undervine_sprinkler,diesel_vineyard,electricity_vineyard,petrol_vineyard,vineyard_solar,vineyard_wind,lpg_vineyard,biodiesel_vineyard,nh_disease,nh_frost,nh_new_development,nh_non_sale,off_farm_income,highest_per_tonne,lowest_per_tonne,average_per_tonne,total_grape_revenue,total_operating_costs,cost_of_debt_servicing,gross_margin,operating_cost_per_ha,operating_cost_per_t,profit,prev_avg,total_fertiliser,data_year_id,giregion,fertilizer_s1,fertilizer_s2,fertilizer_s3,fertilizer_s4,fertilizer_s5,fertilizer_o1,fertilizer_o2,fertilizer_o3,fertilizer_o4,fertilizer_o5,grade,member_id,slashing_number_of_times_passes_per_year,fungicide_spraying_number_of_times_passes_per_year,herbicide_spraying_number_of_times_passes_per_year,insecticide_spraying_number_of_times_passes_per_year,profitable,year_order,elev_Median,elev_Max,elev_Min ‡,elev_Range,rainfall_mean,temperature_mean,extreme_cold,extreme_heat,aridity
0,1.0,83.0,6.048192771084337,1.4939759036144578,0.0,194.4578313253012,502.31325301204816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9060240963855422,0.5879518072289156,0.0,0.0,0.0,0.0,0.0,0.963855421686747,0.0,0.0,0.4819277108433735,0.4819277108433735,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,144.66265060240963,502.31325301204816,49.795180722891565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2012/2013,Barossa Valley,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,,0,278.0,596.0,112.0,484.0,220.0,19.0,0.9,20.0,0.33
1,1.0,71.0,4.732394366197183,1.440056338028169,0.0,299.5630985915493,0.4197183098591549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967,0.47305633802816904,0.0,0.0,0.0,0.0,0.0,0.0,0.15492957746478872,0.0,0.4225352112676056,0.4225352112676056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,240.62394366197182,0.4197183098591549,51.756056338028166,0.0,0.0,7.183098591549296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2013/2014,Barossa Valley,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,,1,278.0,596.0,112.0,484.0,220.0,19.0,0.9,20.0,0.33
2,1.0,91.0,5.131868131868132,1.3175824175824176,0.0,231.10582417582418,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0164835164835164,0.3010989010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5054945054945055,0.4945054945054945,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,178.11648351648353,0.0,40.1321978021978,0.0,0.0,12.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2014/2015,Barossa Valley,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,,2,278.0,596.0,112.0,484.0,220.0,19.0,0.9,20.0,0.33
3,1.0,97.0,7.189319587628867,1.3345773195876287,0.0,183.05154639175257,0.0,1.0,10.309278350515465,0.0,8.24742268041237,5.103092783505154,0.0,0.7525773195876289,0.0,0.014432989690721649,0.9855670103092783,0.8539175257731959,0.4710309278350515,0.0,0.0,0.009628865979381444,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.7525773195876289,0.24742268041237114,0.0,1.0,0.0,0.0,0.0,0.0,183.05154639175257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.68041237113402,0.0,0.0,0.0,0.0,0.0,0.0,,,23.65979381443299,2015/2016,Barossa Valley,Urea,0,0,0,0,Broiler litter,0,0,0,0,B,1,0,0,0,0,,3,278.0,596.0,112.0,484.0,220.0,19.0,0.9,20.0,0.33
4,1.0,97.0,9.824742268041238,0.9465979381443298,0.0,265.4742268041237,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7731958762886598,0.2268041237113402,0.014432989690721649,0.9855670103092783,0.9465979381443298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2268041237113402,0.7731958762886598,0.7731958762886598,0.0,1.0,0.0,0.0,0.0,0.0,265.4742268041237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.11340206185567,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2016/2017,Barossa Valley,0,0,0,0,0,0,0,0,0,0,B,1,0,0,0,0,,4,278.0,596.0,112.0,484.0,220.0,19.0,0.9,20.0,0.33
5,1.0,110.0,6.813372727272728,1.0615636363636365,0.0,245.03636363636363,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7090909090909091,0.2909090909090909,0.012727272727272726,0.9872727272727272,1.0232727272727273,0.03829090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2909090909090909,0.7090909090909091,0.7090909090909091,0.0,1.0,0.0,0.0,0.0,0.0,235.70909090909092,0.0,9.327272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.527272727272727,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2017/2018,Barossa Valley,0,0,0,0,0,Composted green waste,0,0,0,0,B,1,0,0,0,0,,5,278.0,596.0,112.0,484.0,220.0,19.0,0.9,20.0,0.33
6,1.0,192.0,6.125,0.96640625,0.0,153.453125,1502.1510416666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37822916666666667,0.35703124999999997,0.23114583333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,153.453125,1502.1510416666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2012/2013,Barossa Valley,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,0,278.0,596.0,112.0,484.0,220.0,19.0,0.9,20.0,0.33
7,1.0,192.0,7.010416666666667,0.7982291666666667,0.0,156.546875,1088.5520833333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31255208333333334,0.29520833333333335,0.19046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,156.546875,1088.5520833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2013/2014,Barossa Valley,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,1,278.0,596.0,112.0,484.0,220.0,19.0,0.9,20.0,0.33
8,1.0,193.0,5.290155440414508,1.4094300518134715,0.0,142.60621761658032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8963730569948186,0.3015025906735751,0.2115544041450777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,142.60621761658032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2014/2015,Barossa Valley,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,,2,278.0,596.0,112.0,484.0,220.0,19.0,0.9,20.0,0.33
9,1.0,192.0,7.854166666666667,2.4455729166666664,0.0,133.76041666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8645833333333334,0.13020833333333334,0.13104166666666667,0.8689583333333334,0.8958333333333334,0.8041666666666667,0.7455729166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13020833333333334,0.8645833333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,133.76041666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4375,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2015/2016,Barossa Valley,0,0,0,0,0,0,0,0,0,0,B,2,0,0,0,0,,3,278.0,596.0,112.0,484.0,220.0,19.0,0.9,20.0,0.33
