,0
0,0.9999999997867808
1,0.9999744922725018
2,0.9999999998987519
3,0.9950753053899994
4,0.9999999999091528
5,0.9999999999143251
6,0.9999999999332776
7,0.9999999999007297
8,0.9999999998967704
9,0.9999999998776334
10,0.9999999996825586
11,0.9999999998883244
12,0.9999999998830567
13,0.9999999998660035
14,0.9999999999063468
15,0.9999999998830437
16,0.9999999997059129
17,0.9999999999313319
18,0.9999725128898604
19,0.9999999999506024
20,0.9999999999350062
21,0.9999999996984624
22,0.9999999999176983
23,0.9999761661097963
24,0.9999999999035196
25,0.9999999998622329
26,0.9999999999203979
27,0.9999999999183506
28,0.9999999999191665
29,0.9999999998335015
30,0.9999999998384721
31,0.9999999998854248
32,0.999999999931809
33,0.9999999998674882
34,0.9999999999055641
35,0.9999999998911313
36,0.9999734498874594
37,0.9999999999270265
38,0.9999999999239185
39,0.9999999998379039
40,0.9999999998879152
41,0.9999999998990754
42,0.99999999988272
43,0.9999999998982589
44,0.9999999999048601
45,0.9999999999524332
46,0.9999755947423665
47,0.9999999998347577
48,0.9998987925690932
49,0.9999999999193544
50,0.9999999997814257
51,0.9999999998274007
52,0.9999999999120961
53,0.9999999997112056
54,0.9999999999200978
55,0.9999999998820872
56,0.9999999999151481
57,0.9999999999041609
58,0.9999747561615022
59,0.9999999998995501
60,0.999999999921076
61,0.9999999998798509
62,0.9999999998891814
63,0.9999999998255938
64,0.9999999999259058
65,0.9999999998445985
66,0.9999999998407564
67,0.9999999999382032
68,0.9999999998705125
69,0.9999781575156587
70,0.9999999998399921
71,0.9999999999056594
72,0.9999999999497902
73,0.9999999999153572
74,0.9999999998820894
75,0.9999999997527691
76,0.9999999998833425
77,0.99999999986096
78,0.9999744346023538
79,0.9999999998814009
80,0.9999999998507033
81,0.9999999998896949
82,0.9996878306666185
83,0.9999999999404221
84,0.9999999999428987
85,0.9999999996469568
86,0.9999999998447106
87,0.9999999998619309
88,0.999999880677432
89,0.999999999956739
90,0.9999999998513608
91,0.9999749546637812
92,0.9999999998964303
93,0.9999999999012185
94,0.999999999870759
95,0.999999999866084
96,0.9999999999561381
97,0.9999999998801946
98,0.9999999999240402
99,0.995203284526601
